Matrícula,Código,Cargo/Função
110272,CJI,Chefe da Unidade Local de Arrecadacao - Curionopolis
110337,CJS-2,"Assessor de Juiz da Vara de Familia, Sucessao e Registros Publicos da Comarca de Maraba"
110370,CJS-3,Diretor de Secretaria da Vara Unica de Santa Maria do Para
110663,CJS-2,Assessor de Juiz da 3ª Vara do Juizado Especial Civel de Ananindeua
110876,CJS-2,Assessor de Juiz da 2ª Vara do Juizado Especial Civel de Belem
111465,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel de Icoaraci
112003,CJS-3,Diretor de Secretaria 2VExFiscal-Coord Nuc Mov Proc da UPJ-Varas Exec Fiscal
112143,CJS-3,Diretor de Secretaria da Vara de Violencia Dom e Familiar contra a Mulher de Ananindeua
112178,CJS-3,Diretor de Secretaria da 2ª Vara de Juiz(a) das Garantias das Comarcas do Interior
112615,CJS-3,Diretor de Secretaria do Termo Judiciario de Aveiro
114006,CJS-3,Coordenador(a) do Nucleo 4 da UPJ da Turma Recursal
115444,CJS-3,Diretor de Secretaria da Vara Criminal de Capanema
11592,CJI,Chefe da Unidade Local de Arrecadacao - Vigia
116122,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Capanema
116254,CJS-3,Diretor de Secretaria da Vara Unica de Tucuma
116343,CJS-3,Diretor de Secretaria 2VCE-Coord Nucleo de Atendim UPJ-Varas Civ e Empresariais (1ª a 5ª)
116564,CJS-3,Diretor de Secretaria da Vara Criminal de Benevides
116629,CJS-3,Diretor de Secretaria da Vara Unica de Salinopolis
116904,CJS-3,"Diretor de Secretaria da Vara de Familia, Sucessao e Registros Publicos da Comarca de Maraba"
117048,CJS-3,Diretor de Secretaria da Vara Unica de Curionopolis
117951,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Altamira
117986,CJS-3,Diretor de Secretaria da Vara de Juizado Especial Civel e Criminal de Conceicao do Araguaia
118125,CJS-3,Diretor de Secretaria da Vara Unica de Obidos
118435,CJS-3,Coordenador(a) da Central de Mandados da Comarca de Maraba
121525,CJS-3,Diretor de Secretaria da Vara Criminal de Braganca
121649,CJS-3,Diretor de Secretaria da 6ª Vara Criminal de Belem
12181,CJS-3,Diretor de Secretaria da Vara Agraria de Redencao
121819,CJS-3,Diretor de Secretaria da 9ª Vara do Juizado Especial Civel de Belem
121860,CJS-3,Diretor de Secretaria 9VCE-Secretario Geral da UPJ-Varas Civ e Empresariais (7ª a 11ª)
121959,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Santarem
12203,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial Civel e Criminal de Maraba
122165,CJS-3,Diretor de Secretaria da 7ª Vara do Juizado Especial Civel de Belem
122351,CJS-2,Assessor de Juiz da Vara de Fazenda Publica e Execucao Fiscal de Santarem
122653,CJS-3,Diretor de Secretaria da Vara Unica de Terra Santa
123943,CJS-2,Assessor de Juiz da 2ª Vara do Juizado Especial Criminal de Belem
124133,CJS-2,Assessor de Juiz da 4ª Vara de Fazenda de Belem
124168,CJS-3,Diretor de Secretaria da 4ª Vara Criminal de Ananindeua
124290,CJS-3,Diretor de Secretaria da Vara Unica de Curralinho
124371,CJS-3,Diretor de Secretaria da Vara de Juizado Especial Civel e Criminal de Redencao
124885,CJS-3,Diretor de Secretaria da Vara Unica de Alenquer
125300,CJS-1,Chefe da URA-FRJ - 9RJ-Cameta
125539,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Benevides
125784,CJS-3,Diretor de Secretaria da 3ª Vara do Juizado Especial da Fazenda Publica de Belem
126217,CJS-3,Diretor de Secretaria 12VCE-Coord Nucleo de Cumprim e Audienc-UPJ Varas Civ e Emp (12ª a 15ª)
126233,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Ananindeua
126390,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Braganca
126616,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial da Fazenda Publica de Belem
126659,CJS-3,Diretor de Secretaria da Vara Unica de Igarape-Acu
126870,CJS-3,Diretor de Secretaria 2VFaz - Coord do Nucleo de Atendimento-UPJ-1ª a 5ª Varas da Fazenda Pub
12998,CJS-1,Chefe da URA-FRJ - 15RJ-Santarem
13080,FG-1,Chefe do Serviço de Protocolo Criminal
143421,CJS-3,Diretor de Secretaria da 2ª Vara Cumulativa de Breves
143600,CJS-3,Diretor de Secretaria da Vara Unica de Nova Timboteua
143928,CJS-3,Diretor de Secretaria da Vara Unica de Mae do Rio
144088,CJS-3,Diretor de Secretaria da Vara do Tribunal do Juri de Ananindeua
144291,CJS-3,Diretor de Secretaria da 4ª Vara da Infancia e Juventude de Belem
144657,CJS-2,Assessor de Juiz da Vara de Execucao Penal de Santarem
145548,CJS-3,Coordenador(a) do Nucleo 3 da UPJ da Turma Recursal
146188,CJS-3,Diretor de Secretaria 5VCE-Coord Nucleo de Movim Processual UPJ-Varas Civ e Empresariais (1ª a 5ª)
146633,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Paragominas
146650,CJS-3,Diretor de Secretaria da 3ª Vara Civel e Empresarial de Benevides
146676,CJS-3,Diretor de Secretaria da Vara Unica de Sao Joao do Araguaia
146714,CJS-3,Diretor de Secretaria da Vara Criminal da Comarca de Dom Eliseu
146765,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel e Criminal de Paragominas
146935,CJS-3,Diretor de Secretaria da Vara Unica de Bonito
15040,CJS-3,Diretor de Secretaria da Vara Unica de Sao Sebastiao da Boa Vista
150657,CJS-3,Diretor de Secretaria da Vara Unica de Inhangapi
150690,CJS-3,Diretor de Secretaria da Vara Unica de Goianesia do Para
150754,CJS-3,Diretor de Secretaria da Vara do Juizado de Violencia Dom e Familiar contra a Mulher de Santarem
15091,CJI,Chefe da Unidade Local de Arrecadacao - Conceicao do Araguaia
152048,CJS-3,Diretor de Secretaria da 3ª Vara Civel e Empresarial de Ananindeua
152200,CJS-3,Diretor de Secretaria 4VFaz-Coord Nucleo de Movimentacao-UPJ-1ª a 5ª Varas da Fazenda Pub da Capital
152404,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Redencao
152480,CJS-3,Diretor de Secretaria da 1ª Vara de Tailandia
152498,CJS-3,Diretor de Secretaria da 10ª Vara do Juizado Especial Civel de Belem
152561,CJS-3,Diretor de Secretaria da Vara Unica de Anajas
152854,CJI,Chefe da Unidade Local de Arrecadacao - Santana do Araguaia
153036,CJS-2,Assessor de Juiz da 11ª Vara Civel e Empresarial de Belem
15326,CJS-3,Diretor de Secretaria 14VCE-Coord Nucleo de Atendim  UPJ-Varas Civ e Empresariais (12ª a 15ª)
15350,CJS-3,Diretor de Secretaria da Vara Unica de Senador Jose Porfirio
154636,CJS-3,Diretor de Secretaria da Vara Civel de Novo Progresso
15598,CJS-3,Diretor de Secretaria da 11ª Vara do Juizado Especial Civel de Belem
157732,CJS-3,Diretor de Secretaria da Vara Unica de Vigia
158160,CJS-3,Diretor de Secretaria da 2ª Vara do Juizado Especial Civel e Criminal de Maraba
158658,CJS-3,Diretor de Secretaria da Vara Unica de Primavera
160512,CJS-3,Diretor de Secretaria da Vara Unica de Mocajuba
160695,CJS-3,Diretor de Secretaria da 3ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
160903,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Canaa dos Carajas
161128,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Rondon do Para
161292,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Maraba
161462,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Belem
161853,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Castanhal
162205,CJS-4,Secretario Geral da Secretaria Unica das Turmas Recursais
162426,CJS-3,Diretor de Secretaria da Vara Unica de Concordia do Para
162540,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Maraba
162582,CJS-3,Diretor de Secretaria da Vara Unica de Sao Geraldo do Araguaia
162990,CJS-3,Diretor de Secretaria da Vara Unica de Anapu
166006,CJS-3,Diretor de Secretaria da Vara Unica de Ponta de Pedras
166227,CJS-3,Diretor de Secretaria da Vara da Infancia e Juventude de Ananindeua
166294,CJS-2,Assessor de Juiz da Vara de Juizado Especial Civel e Criminal de Redencao
166413,CJS-3,Diretor de Secretaria 3VJECri-Coord Nucleo de Mov Proc-UPJ Juizados Especiais Criminais
168475,CJS-2,Assessor de Juiz da 4ª Vara da Infancia e Juventude de Belem
168742,CJS-3,Diretor de Secretaria da Vara Unica de Sao Miguel do Guama
168751,CJS-3,Diretor de Secretaria da Vara Unica de Oriximina
168785,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Braganca
168891,CJS-3,Diretor de Secretaria da Vara Criminal de Tucurui
169307,CJS-3,Diretor de Secretaria da Vara Civel e Empresarial de Dom Eliseu
169447,CJS-2,Assessor de Juiz da Vara Unica de Bonito
169455,CJS-3,Diretor de Secretaria da Vara Unica de Viseu
169633,CJS-3,Diretor de Secretaria da Vara Unica de Sao Caetano de Odivelas
169641,CJS-3,Diretor de Secretaria da Vara Unica de Augusto Correa
169692,CJS-3,Diretor de Secretaria da Vara Unica de Aurora do Para
169757,CJS-2,Assessor de Juiz da Vara Unica de Vigia
169854,CJS-3,Diretor de Secretaria da Vara Unica de Ruropolis
16993,FG-2,Chefe do Serviço de Bens Apreendidos da Comarca de Maraba
170046,CJS-3,Diretor de Secretaria da Vara Unica de Curuca
170097,CJS-3,Diretor de Secretaria 4VCE-Coord Nucleo de Movim Processual da UPJ-Varas Criminais de Santarem
170127,CJS-3,Diretor de Secretaria da 1ª Vara Criminal da Comarca de Itaituba
170143,CJS-3,Diretor de Secretaria da 1ª Vara Civel de Rondon do Para
170470,CJS-3,Diretor de Secretaria 3VFaz-Coord Nucleo de Cumprimento-UPJ-1ª a 5ª Varas da Fazenda Pub da Capital
170496,CJS-3,Diretor de Secretaria da 3ª Vara Criminal Distrital de Icoaraci
170682,CJS-3,Diretor de Secretaria da Vara Unica de Limoeiro do Ajuru
170739,CJI,Chefe da Unidade Local de Arrecadacao - Sao Felix do Xingu
170852,CJS-3,Diretor de Secretaria da 2ª Vara Criminal Distrital de Icoaraci
170933,CJS-3,Diretor de Secretaria da Vara Civel e Empresarial de Conceicao do Araguaia
170984,CJS-3,Diretor de Secretaria da Vara Unica de Chaves
171042,CJS-3,Diretor de Secretaria da Vara de Crimes contra Crianca e Adolescente da Comarca de Ananindeua
171964,CJS-3,Diretor de Secretaria 2VCri-Coord do Nucleo de Cump e Audiencias-UPJ Varas Criminais de Parauapebas
172332,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial Distrital de Icoaraci
172421,CJS-1,Chefe da URA-FRJ - 3RJ-Abaetetuba
172600,CJS-3,"Diretor de Secretaria VFPEF-Secretario Geral-UPJ das Varas Cív, Empresariais e Fazenda-Parauapebas"
172952,CJS-3,Diretor de Secretaria 1VFaz-Dir Sec Geral da UPJ-1ª a 5ª Varas da Fazenda Pub da Capital
173118,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial Civel e Criminal de Tucurui
173177,CJS-3,Diretor de Secretaria do Termo Judiciario de Colares
176273,CJS-3,Diretor de Secretaria
176583,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Xinguara
176656,CJS-3,Diretor de Secretaria da Vara Unica de Uruara
177202,CJS-3,Diretor de Secretaria da Vara Unica de Jacunda
189162,CJS-3,Diretor de Secretaria da Vara Unica de Garrafao do Norte
189286,CJS-3,Diretor de Secretaria da Vara Unica de Brasil Novo
189529,CJS-3,Diretor de Secretaria do Termo Judiciario de Magalhaes Barata
189685,CJS-3,Diretor de Secretaria da Vara Criminal de Novo Progresso
189740,CJS-3,Diretor de Secretaria da Vara Unica de Santana do Araguaia
189791,CJS-3,Diretor de Secretaria da Vara Unica de Capitao Poco
189880,CJS-3,Diretor de Secretaria da Vara Civel e Empresarial de Sao Felix do Xingu
190853,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Itaituba
190926,CJS-3,Diretor de Secretaria da Vara Unica de Acara
19097,CJS-3,Diretor de Secretaria 6VFam - Coord do Nucleo de Atendimento-UPJ Varas de Familia
190985,CJS-3,Diretor de Secretaria da Vara Unica de Almeirim
191108,CJS-3,Diretor de Secretaria da Vara Unica de Santa Luzia do Para
191281,CJS-3,Diretor de Secretaria da Vara Unica de Afua
191671,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel e Criminal de Castanhal
191795,CJS-3,Diretor de Secretaria da Vara Unica de Prainha
191990,CJS-2,Assessor de Juiz da Vara Unica de Irituia
195146,CJS-3,Diretor de Secretaria da Vara Unica de Ourem
195197,CJS-3,Diretor de Secretaria da Vara Unica de Sao Domingos do Capim
195294,CJS-3,Diretor de Secretaria da Vara Criminal de Xinguara
195472,CJS-3,Diretor de Secretaria da 2ª Vara de Tailandia
195502,CJS-3,Diretor de Secretaria da Vara Unica de Portel
195995,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Itaituba
197904,CJS-3,Diretor de Secretaria da Vara Unica de Baiao
198498,CJS-3,Diretor de Secretaria da Vara Unica de Juruti
199206,CJS-3,Diretor de Secretaria
20065,CJI,Chefe da Unidade Local de Arrecadacao - Uruara
20083,FG-2,Chefe do Servico de Depositos de Armas e Bens Apreendidos
20099,CJS-3,Diretor de Secretaria da Vara Criminal de Redencao
20257,CJI,Chefe da Unidade Local de Arrecadacao - Sao Geraldo do Araguaia
20265,CJS-2,Assessor de Juiz da 3ª Vara Criminal de Ananindeua
203700,CJS-3,Diretor de Secretaria do Termo Judiciario de Bagre
205281,CJS-3,Diretor de Secretaria da 1ª Vara Cumulativa de Breves
207098,CJS-3,Diretor de Secretaria da Vara Unica de Breu Branco
207144,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Santa Izabel do Para
207314,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Capanema
208001,CJS-3,Diretor de Secretaria da Vara Unica de Maracana
208060,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Marituba
20958,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel de Santarem - FIT
213071,CJS-3,Diretor de Secretaria da Vara Unica de Cachoeira do Arari
213501,CJS-3,Diretor de Secretaria da Vara Unica de Igarape-Miri
214094,CJS-2,Assessor de Juiz da 3ª Vara do Juizado Especial Civel de Belem
216631,CJS-2,Assessor de Juiz da Vara Criminal de Tucurui
216780,CJS-3,Diretor de Secretaria da Vara Unica de Ipixuna do Para
216844,CJS-3,Diretor de Secretaria da Vara Unica de Melgaco
217123,CJS-3,Diretor de Secretaria da Vara Unica de Jacareacanga
217280,CJS-3,Diretor de Secretaria da Vara Unica de Marapanim
217778,CJS-2,Assessor de Juiz da Vara Criminal de Novo Progresso
220507,CJS-3,Diretor de Secretaria da Vara Unica de Ourilandia do Norte
22446,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Abaetetuba
224561,CJS-3,Diretor de Secretaria da Vara Criminal de Santa Izabel do Para
224898,CJS-3,Diretor de Secretaria da Vara Unica de Itupiranga
224928,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Itaituba
225380,CJS-3,Diretor de Secretaria da Vara Unica de Ulianopolis
225428,CJS-3,Diretor de Secretaria da Vara Unica de Gurupa
225576,CJS-3,Diretor de Secretaria da Vara Criminal da Comarca de Sao Felix do Xingu
225681,CJS-2,Assessor de Juiz da 6ª Vara Civel e Empresarial de Belem
226181,CJS-3,Diretor de Secretaria da Vara Unica de Santarem Novo
226246,CJS-3,Diretor de Secretaria da Vara Unica de Novo Repartimento
23388,CJS-3,Diretor de Secretaria 1VFam - Coord Nucleo de Cumprimento de Audiencias-UPJ Varas de Familia
23485,CJS-3,Diretor de Secretaria da Vara de Crimes contra o Consumidor e a Ordem Tributaria de Belem
23590,FG-2,Chefe do Servico de Comissariado
23957,CJS-3,Diretor de Secretaria da 3ª Vara do Juizado Especial Civel de Ananindeua
24147,CJS-3,Chefe da Divisao de Distribuicao de Feitos do Forum Civel
25542,CJS-1,Chefe da URA-FRJ - 4RJ-Castanhal
25682,CJS-3,"Diretor de Secretaria 1VCE-Coord do Nucleo de Cump e Aud UPJ-Varas Civ, Emp e Faz de Parauapebas"
25976,CJS-3,Diretor de Secretaria 11VCE-Coord Nucleo de Cumprim e Audienc UPJ-Varas Civ e Emp (7ª a 11ª)
26034,CJS-3,Diretor de Secretaria 5VFam - Coord Nucleo de Movimentacao Processual-UPJ Varas de Familia
26247,CJI,Chefe da Unidade Local de Arrecadacao - Rio Maria
26719,CJS-3,Diretor de Secretaria da 3ª Vara Criminal de Belem
30023,CJS-3,Diretor de Secretaria da 10ª Vara Criminal de Belem
30902,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Barcarena
31062,CJI,Chefe da Unidade Local de Arrecadacao - Santa Izabel
31151,CJS-3,"Diretor de Secretaria 2VCE-Coord Nucleo de Atend e Mov Proc-UPJ Varas Civ,Emp e Faz de Parauapebas"
31488,CJS-3,Diretor de Secretaria 3VCE-Coord Nucleo de Atend e Mov.Proc-UPJ das Varas Criminais de Parauapebas
32344,CJS-3,Diretor de Secretaria da Vara Civel e Criminal Distrital de Mosqueiro
32360,CJS-3,Diretor de Secretaria 2VCri -Coord Nucleo de Cumprim e Audiencias UPJ-Varas Criminais de Santarem
32379,CJS-3,Diretor de Secretaria 3VCE-Secretario Geral da UPJ-Varas Civeis e Emp de Santarem
32409,CJS-3,Diretor de Secretaria 1VCri-Secretario Geral da UPJ-Varas Criminais de Santarem
32425,CJS-2,Assessor de Juiz da 14ª Vara Civel e Empresarial de Belem
32492,CJS-3,Coordenador(a) da Central de Mandados da Comarca de Santarem
32794,CJS-3,Diretor de Secretaria 13VCE-Coord Nucleo de Mov Processual-UPJ-Varas Civ e Empresariais (12ª a 15ª)
32859,CJS-3,Diretor de Secretaria da Vara Unica de Soure
34614,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Benevides
34649,CJS-3,Coordenador(a) do Nucleo de atendimento da UPJ da Turma Recursal
36099,CJS-3,Diretor de Secretaria da Vara Unica de Tome-Acu
36520,CJS-3,Diretor de Secretaria da 9ª Vara Criminal de Belem
38290,CJS-3,Diretor de Secretaria da Vara Unica de Muana
38310,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Maraba
40280,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Tucurui
40350,CJS-3,Diretor de Secretaria da 3ª Vara do Tribunal do Juri de Belem
41122,CJS-3,Diretor de Secretaria da 2ª Vara do Tribunal do Juri de Belem
41320,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial Distrital de Icoaraci
41390,CJS-3,Diretor de Secretaria 6VCEB-Coord Nucleo de Atendimento-UPJ Juizados Especiais Criminais
41440,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial Civel de Belem
41470,CJS-3,Diretor de Secretaria da 2ª Vara do Juizado Especial Civel de Ananindeua
41831,CJS-2,Assessor de Juiz da Vara Unica de Inhangapi
42587,CJS-3,Diretor de Secretaria da 2ª Vara de Familia de Ananindeua
44270,CJS-3,Diretor de Secretaria da Vara do Juizado Especial de Santa Izabel do Para
44330,CJS-3,Diretor de Secretaria 10VCE-Coord Nucleo de Movim Processual UPJ-Varas Civ e Empresariais (7ª a 11ª)
45180,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Criminal de Ananindeua
45420,CJS-3,Diretor de Secretaria da 2ª Vara do Juizado Especial Civel de Belem
45489,CJS-3,Diretor de Secretaria 1VCE-Secretario Geral da UPJ-Varas Civ e Empresariais (1ª a 5ª)
45772,CJS-3,Diretor de Secretaria da 1ª Vara Criminal Distrital de Icoaraci
45780,CJS-3,Diretor de Secretaria da 4ª Vara de Juizado de Violencia Domestica e Familiar Contra a Mulher da Comarca de Belem
4618,CJS-3,Diretor de Secretaria da Vara Unica de Oeiras do Para
46230,CJS-1,Chefe da URA-FRJ - 11RJ-Maraba
46701,CJS-3,Diretor de Secretaria da Vara Agraria de Santarem
48720,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Castanhal
48747,CJI,Chefe da Unidade Local de Arrecadacao - Ponta de Pedras
48852,CJS-3,Diretor de Secretaria da Vara Unica de Sao Francisco do Para
48860,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Santa Izabel do Para
48895,CJS-3,Diretor de Secretaria 4VFam - Secretario Geral da UPJ-Varas de Familia
49140,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Ananindeua
49484,CJS-3,Diretor de Secretaria da Vara Unica de Porto de Moz
49859,CJS-3,Diretor de Secretaria da Vara da Infancia e Juventude Interditos e Ausentes de Santarem
50210,CJS-3,Diretor de Secretaria da 2ª Vara de Crimes Contra a Dignidade Sexual de Crianças e Adolesc de Belem
50440,CJS-3,Diretor de Secretaria da 1ª Vara do Tribunal do Juri de Belem
50520,CJS-3,Diretor de Secretaria 2VJECri - Secretario Geral-UPJ Juizados Especiais Criminais
51365,CJS-3,Diretor de Secretaria da Vara Unica de Rio Maria
51632,CJS-3,Diretor de Secretaria 3VCE-Coord Nucleo de Cumprim e Audienc-UPJ Varas Civ e Empresariais (1ª a 5ª)
54801,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Barcarena
54810,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Belem
55140,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Castanhal
55689,CJS-3,Diretor de Secretaria da 1ª Vara de Crimes contra a Dignidade Sexual de Criancas e Adolesc de Belem
55697,CJS-3,Diretor de Secretaria da Vara da Fazenda Publica e Execucao Fiscal
55727,CJS-3,Coordenador(a) do Nucleo 2 da UPJ da Turma Recursal
56260,CJS-3,Diretor de Secretaria da Vara da Infancia e Juventude Distrital de Icoaraci
56600,CJS-3,Diretor de Secretaria da Vara de Execucao das Penas e Medidas Alternativas de Belem
56693,CJS-2,Assessor de Juiz da Vara Unica de Igarape-Acu
56782,CJS-3,Diretor de Secretaria da Vara de Execucao Penal da Regiao Metropolitana de Belem
56804,CJI,Chefe da Unidade Local de Arrecadacao - Marapanim
56847,CJI,Chefe da Unidade Local de Arrecadacao - Canaa dos Carajas
56936,CJS-3,Diretor de Secretaria da 7ª Vara Criminal de Belem
57118,CJS-3,Diretor de Secretaria da Vara Criminal de Marituba
57800,CJS-3,Diretor de Secretaria da Vara Agraria de Maraba
57924,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Abaetetuba
58092,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel e Criminal de Mosqueiro
58106,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial Civel de Ananindeua
58491,CJS-2,Assessor de Juiz da 2ª Vara da Infancia e Juventude de Belem
59404,CJS-3,Diretor de Secretaria da 6ª Vara do Juizado Especial Civel de Belem
61336,CJS-3,Diretor de Secretaria 4VJECri - Coord Nucleo de Cumprimento e Audiencias-UPJ Juizados Esp Criminais
61344,CJS-3,Diretor de Secretaria da 8ª Vara do Juizado Especial Civel de Belem
61514,CJS-3,Diretor de Secretaria 3VExFiscal-Coord Nuc Cump Aud da UPJ-Varas Exec Fiscal
61638,CJS-3,Diretor de Secretaria da 4ª Vara do Juizado Especial Civel de Belem
61646,CJS-3,"Diretor de Secretaria da Vara de Infancia e Juventude, Interditos e Ausentes de Maraba"
62154,FG-2,Chefe do Servico de Recepcao e Distribuicao de Cartas Precatorias
62235,CJS-2,Assessor de Juiz da 7ª Vara Civel e Empresarial de Belem
62367,CJS-3,Diretor de Secretaria da Vara de Execucao Penal de Santarem
62391,CJS-3,Diretor de Secretaria da 3ª Vara Civel e Empresarial de Castanhal
63193,CJS-3,Diretor de Secretaria da 1ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
63347,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Belem
64793,CJS-3,Diretor de Secretaria da Vara de Juiz(a) das Garantias da Regiao Metropolitana de Belem
66826,CJS-3,Diretor de Secretaria da Vara Unica de Santo Antonio do Taua
67016,CJS-3,Diretor de Secretaria da 2ª Vara da Infancia e Juventude de Belem
67814,FG-2,Chefe do Serviço de Bens Apreendidos da Comarca de Ananindeua
68047,FG-2,Chefe do Serviço de Bens Apreendidos da Comarca de Santarem
68217,CJS-3,Diretor de Secretaria da 1ª Vara de Familia de Ananindeua
68713,CJS-3,Diretor de Secretaria da 12ª Vara do Juizado Especial Civel de Belem
68845,CJS-2,Assessor de Juiz da 6ª Vara do Juizado Especial Civel de Belem
69396,CJS-3,Diretor de Secretaria da Vara Criminal de Abaetetuba
69540,CJS-3,Diretor de Secretaria 7VCE-Coord Nucleo de Atendimento UPJ-Varas Civ e Empresarias (7ª a 11ª)
69809,CJS-2,Chefe da Unidade de Arrecadacao-FRJ - Belem
70378,CJS-3,Diretor de Secretaria da Vara de Execucao Penal de Maraba
70467,CJS-2,Assessor de Juiz da 1ª Vara de Juiz(a) das Garantias das Comarcas do Interior
71773,CJS-3,Diretor de Secretaria da 5ª Vara Criminal de Belem
78506,CJS-2,Assessor de Juiz da 9ª Vara Criminal de Belem
78948,CJS-2,Assessor de Juiz da 1ª Vara de Crimes contra a Dignidade Sexual de Criancas e Adolescentes de Belem
79146,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Redencao
79294,CJS-3,"Diretor de Secretaria da Vara de Fazenda Publica, Execucao Fiscal e Acidentes do Trabalho de Maraba"
