Matrícula,Código,Cargo/Função
110680,CJS-2,Assessor de Juiz da Vara de Crimes contra Criancas e Adolescentes de Belem
110876,CJS-2,Assessor de Juiz da 2ª Vara do Juizado Especial Civel de Belem
111228,CJS-6,Secretario Adjunto da Secretaria de Gestao de Pessoas
111422,FG-2,Chefe do Servico de Aposentados e Pensionistas
111465,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel de Icoaraci
111848,CJS-6,Assessor de Desembargador
111988,CJS-5,Coordenador de Recursos Extraordinarios e Especiais
112003,CJS-3,Diretor de Secretaria 2VExFiscal-Coord Nuc Mov Proc da UPJ-Varas Exec Fiscal
112046,CJS-5,Diretor do Departamento de Comunicacao
112101,CJI,Chefe da Unidade Local de Arrecadacao - Moju
112143,CJS-3,Diretor de Secretaria da Vara de Violencia Dom e Familiar contra a Mulher de Ananindeua
112178,CJS-3,Diretor de Secretaria da 2ª Vara de Juiz(a) das Garantias das Comarcas do Interior
112186,CJS-4,"Assessor do Departamento de Planejamento, Gestao e Estatistica"
112267,CJS-3,Assessor Administrativo da Coordenadoria de Cerimonial
112283,CJS-1,Chefe da URA-FRJ - 5RJ-Capanema
112461,CJS-2,Assessor de Juiz da Vara de Familia Distrital de Icoaraci
112500,CJS-4,Assessor(a)
112615,CJS-3,Diretor de Secretaria do Termo Judiciario de Aveiro
112674,CJS-3,Chefe de Divisao de Atendimento e Central de Negocios
112771,CJS-6,Assessor de Desembargador
112798,CJS-3,Chefe da Divisao de Cursos e Programacao - EJPA
112801,CJS-2,Assessor de Juiz da Turma Recursal Permanente dos Juizados Especiais da Fazenda Publica
112810,CJS-3,Assessor de Juiz Auxiliar da Presidencia
112828,CJS-3,Assessor da Ouvidoria Agraria
112836,CJS-6,Coordenador de Gabinete
112844,CJS-3,Chefe da Divisao de Manutencao
112895,CJS-5,Diretor do Departamento Administrativo / Financeiro - EJPA
112950,CJS-4,Assessor de Cerimonial
113026,CJI,Assistente de Desembargador
113034,CJS-4,Assessor Tecnico da Coordenadoria de Saude
113042,CJI,Assistente de Desembargador
113158,CJS-6,Assessor de Desembargador
113166,CJS-4,Assessor dos Juizados Especiais
113239,FG-2,Chefe do Servico de Acompanhamento de Execucao Orcamentaria
113328,CJS-2,Assessor de Juiz da 1ª Vara Criminal Distrital de Icoaraci
113450,CJS-4,Coordenador Militar
114006,CJS-3,Coordenador(a) do Nucleo 4 da UPJ da Turma Recursal
114472,CJS-2,Assessor de Juiz da 3ª Vara de Execucao Fiscal de Belem
114588,CJI,Chefe da Unidade Local de Arrecadacao - Inhangapi
115037,CJS-2,Assessor de Juiz da 3ª Turma Recursal Permanente dos Juizados Especiais
115444,CJS-3,Diretor de Secretaria da Vara Criminal de Capanema
11592,CJI,Chefe da Unidade Local de Arrecadacao - Vigia
116122,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Capanema
11614,FG-2,Chefe do Servico de Atendimento ao Publico
116254,CJS-3,Diretor de Secretaria da Vara Unica de Tucuma
116343,CJS-3,Diretor de Secretaria 2VCE-Coord Nucleo de Atendim UPJ-Varas Civ e Empresariais (1ª a 5ª)
116424,CJS-4,Coordenador Geral de Arrecadacao
116513,FG-2,Chefe do Servico de Manutencão de Ativos Tecnologicos
116564,CJS-3,Diretor de Secretaria da Vara Criminal de Benevides
116581,CJS-4,Assessor Juridico da Central de Distribuicao do 2º Grau
116611,CJS-6,Assessor de Desembargador
116629,CJS-3,Diretor de Secretaria da Vara Unica de Salinopolis
116670,CJS-6,Coordenador de Gabinete
116823,CJS-4,Assessor Juridico da Coordenadoria de Recursos Extraordinarios e Especiais
116904,CJS-3,"Diretor de Secretaria da Vara de Familia, Sucessao e Registros Publicos da Comarca de Maraba"
116921,CJS-6,Assessor de Desembargador
116955,FG-2,Chefe de Servico de Suporte Tecnologico a Eventos e Audiencias
117048,CJS-3,Diretor de Secretaria da Vara Unica de Curionopolis
117889,CJS-3,Chefe da Divisao de Fiscalizacao e Monitoramentos
117951,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Altamira
117986,CJS-3,Diretor de Secretaria da Vara de Juizado Especial Civel e Criminal de Conceicao do Araguaia
118125,CJS-3,Diretor de Secretaria da Vara Unica de Obidos
118281,CJI,Assistente de Desembargador
118354,CJS-2,Assessor de Juiz da 1ª Turma Recursal Permanente dos Juizados Especiais
118435,CJS-3,Coordenador(a) da Central de Mandados da Comarca de Maraba
119393,CJI,Chefe da Unidade Local de Arrecadacao - Porto de Moz
11940,FG-2,Chefe do Servico Operacional de Contabilidade
120324,CJS-1,Assessor Militar
120855,CJS-3,Assessor Tecnico Administrativo da Secretaria de Gestao de Pessoas
121118,CJS-2,Assessor de Juiz da 1ª Vara do Juizado Especial Criminal de Belem
121126,CJS-6,Assessor de Desembargador
121185,FG-2,Chefe do Servico de Fiscalizacao de Contratos
121274,CJI,Assistente de Desembargador
12130,CJS-7,Secretario das Secoes de Direito Publico e Direito Privado
121525,CJS-3,Diretor de Secretaria da Vara Criminal de Braganca
121622,CJS-3,Chefe da Divisao Financeira
121649,CJS-3,Diretor de Secretaria da 6ª Vara Criminal de Belem
12181,CJS-3,Diretor de Secretaria da Vara Agraria de Redencao
121819,CJS-3,Diretor de Secretaria da 9ª Vara do Juizado Especial Civel de Belem
121860,CJS-3,Diretor de Secretaria 9VCE-Secretario Geral da UPJ-Varas Civ e Empresariais (7ª a 11ª)
121959,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Santarem
12203,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial Civel e Criminal de Maraba
122068,CJS-6,Assessor de Desembargador
122165,CJS-3,Diretor de Secretaria da 7ª Vara do Juizado Especial Civel de Belem
122351,CJS-2,Assessor de Juiz da Vara de Fazenda Publica e Execucao Fiscal de Santarem
122441,CJS-2,Assessor de Juiz da 10ª Vara Criminal de Belem
122653,CJS-3,Diretor de Secretaria da Vara Unica de Terra Santa
123005,CJS-4,Coordenador de Convenios e Contratos
123030,CJS-8,Secretario(a) de Tecnologia da Informacao e Comunicacao
123056,CJI,Assistente da Secretaria de Engenharia e Arquitetura
123935,CJS-3,Assessor Tecnico da Secretaria de Administracao
123943,CJS-2,Assessor de Juiz da 2ª Vara do Juizado Especial Criminal de Belem
124052,CJS-4,Assessor Juridico Administrativo da Secretaria de Administracao
124133,CJS-2,Assessor de Juiz da 4ª Vara de Fazenda de Belem
124141,CJS-3,Assessor da Divisao de Apoio Tecnico Juridico
124150,CJS-6,Assessor de Desembargador
124168,CJS-3,Diretor de Secretaria da 4ª Vara Criminal de Ananindeua
124290,CJS-3,Diretor de Secretaria da Vara Unica de Curralinho
124371,CJS-3,Diretor de Secretaria da Vara de Juizado Especial Civel e Criminal de Redencao
124559,CJI,Assistente de Desembargador
124885,CJS-3,Diretor de Secretaria da Vara Unica de Alenquer
124907,CJI,Chefe da Unidade Local de Arrecadacao - Santarem Novo
125296,CJS-6,Assessor de Desembargador
125300,CJS-1,Chefe da URA-FRJ - 9RJ-Cameta
125407,CJS-6,Assessor de Desembargador
125539,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Benevides
125750,FG-2,Chefe do Servico de Empenho e Credito
125784,CJS-3,Diretor de Secretaria da 3ª Vara do Juizado Especial da Fazenda Publica de Belem
125997,CJS-6,Coordenador do Nucleo de Cumprimento-UPJ Turmas de Dir Pub e de Dir Privado (Sec4CCIso)
126217,CJS-3,Diretor de Secretaria 12VCE-Coord Nucleo de Cumprim e Audienc-UPJ Varas Civ e Emp (12ª a 15ª)
126233,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Ananindeua
126314,CJS-3,Chefe da Divisao de Auditorias
126322,FG-2,Chefe do Servico de Ensino e Pesquisa - EJPA
126390,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Braganca
126471,CJI,Assistente de Gabinete da Secretaria de Planejamento
126560,CJS-6,Assessor de Desembargador
126616,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial da Fazenda Publica de Belem
126659,CJS-3,Diretor de Secretaria da Vara Unica de Igarape-Acu
126870,CJS-3,Diretor de Secretaria 2VFaz - Coord do Nucleo de Atendimento-UPJ-1ª a 5ª Varas da Fazenda Pub
127060,CJS-6,Coordenador de Gabinete
127167,CJS-2,Assessor de Juiz da Vara Agraria de Altamira
12874,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
129267,CJS-4,Assessor da Coordenadoria de Recursos Extraordinarios e Especiais
129275,CJS-4,Assessor Juridico da Secretaria Judiciaria
129399,CJI,Assistente de Desembargador
12998,CJS-1,Chefe da URA-FRJ - 15RJ-Santarem
130125,CJI,Chefe da Unidade Local de Arrecadacao - Senador Jose Porfirio
13080,FG-1,Chefe do Serviço de Protocolo Criminal
131504,CJS-2,Assessor de Juiz da Vara de Combate ao Crime Organizado de Belem
131741,CJI,Chefe da Unidade Local de Arrecadacao - Pacaja
132195,CJS-3,ASSESSOR JUDICIARIO (JME)
132276,CJS-3,ASSESSOR JUDICIARIO (JME)
132306,CJS-4,Assessor da Central de Distribuicao do 2º Grau
132772,CJS-4,Assessor Tecnico Administrativo da Secretaria de Administracao
134325,CJS-2,Assessor de Juiz da 1ª Vara de Familia de Belem
134538,CJS-2,Assessor de Juiz da Vara da Fazenda Publica e Execucao Fiscal de Parauapebas
135054,CJS-6,Assessor de Desembargador
135305,CJS-4,Assessor Juridico da Secretaria de Administracao
135828,CJI,Assistente de Desembargador
137227,CJS-4,Assessor Juridico da Coordenadoria de Recursos Extraordinarios e Especiais
137618,CJS-6,Coordenador de Gabinete
138517,CJS-6,Assessor de Desembargador
138525,CJS-6,Assessor de Desembargador
138584,CJS-3,Assessor da Secretaria de Administracao
138622,CJS-6,Assessor de Desembargador
138843,CJS-3,Assessor Tecnico do Departamento Academico da EJPA
139416,CJS-4,Coordenador de Cerimonial
139424,CJS-6,Coordenador de Gabinete
139564,CJS-3,CHEFE DO DEPTO. ADMINISTRATIVO (JME)
139971,CJS-2,Assessor de Juiz da 15ª Vara Civel e Empresarial da Capital
140023,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Parauapebas
140066,CJI,Assistente de Desembargador
140279,CJI,Assistente de Desembargador
140635,CJS-6,Assessor de Desembargador
141038,CJS-4,Assessor Juridico Administrativo da Secretaria de Gestao de Pessoas
141046,CJI,Chefe da Unidade Local de Arrecadacao - Limoeiro do Ajuru
141054,CJS-2,Assessor de Juiz da 3ª Vara Civel e Empresarial de Paragominas
141089,CJS-3,Chefe da Divisao de Desenvolvimento e Avaliacao de Pessoal
141593,CJS-2,Assessor de Juiz da 4ª Vara do Juizado Especial Civel de Belem
142409,CJS-2,Assessor de Juiz da 3ª Turma Recursal Permanente dos Juizados Especiais
143014,CJI,Assistente da Coordenadoria Geral de Arrecadacao
143065,CJI,Assistente de Desembargador
143171,CJS-3,Assessor Tecnico Administrativo da Secretaria de Engenharia e Arquitetura
143197,CJS-6,Assessor de Desembargador
143235,CJS-6,Assessor de Desembargador
143316,CJS-5,Diretor do Departamento Financeiro
143421,CJS-3,Diretor de Secretaria da 2ª Vara Cumulativa de Breves
143553,FG-2,Chefe do Servico de Manutencao Predial
143600,CJS-3,Diretor de Secretaria da Vara Unica de Nova Timboteua
143693,CJS-2,Assessor de Juiz da Vara Unica de Monte Alegre
143839,CJS-6,Assessor(a) de Desembargador(a)
143928,CJS-3,Diretor de Secretaria da Vara Unica de Mae do Rio
143995,CJS-3,Assessor de Juiz Auxiliar da Presidencia
144088,CJS-3,Diretor de Secretaria da Vara do Tribunal do Juri de Ananindeua
144291,CJS-3,Diretor de Secretaria da 4ª Vara da Infancia e Juventude de Belem
144371,CJI,Assistente de Desembargador
144541,CJS-2,Assessor de Juiz da Vara Unica de Santo Antonio do Taua
144657,CJS-2,Assessor de Juiz da Vara de Execucao Penal de Santarem
144690,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Santarem
144843,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Marituba
144894,CJS-2,Assessor de Juiz da 1ª Vara da Fazenda Publica de Ananindeua
145076,CJI,Chefe da Unidade Local de Arrecadacao - Breu Branco
145335,CJS-6,Secretario(a) Adjunto(a) de Tecnologia da Informacao e Comunicacao
145548,CJS-3,Coordenador(a) do Nucleo 3 da UPJ da Turma Recursal
146188,CJS-3,Diretor de Secretaria 5VCE-Coord Nucleo de Movim Processual UPJ-Varas Civ e Empresariais (1ª a 5ª)
146226,CJI,Chefe da Unidade Local de Arrecadacao - Medicilandia
146439,CJS-2,Assessor de Juiz da Vara do Tribunal do Juri de Ananindeua
146510,CJS-2,Assessor de Juiz da 3ª Vara Criminal de Belem
146552,CJS-2,Assessor de Juiz da 1ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
146633,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Paragominas
146650,CJS-3,Diretor de Secretaria da 3ª Vara Civel e Empresarial de Benevides
146676,CJS-3,Diretor de Secretaria da Vara Unica de Sao Joao do Araguaia
146714,CJS-3,Diretor de Secretaria da Vara Criminal da Comarca de Dom Eliseu
146765,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel e Criminal de Paragominas
146935,CJS-3,Diretor de Secretaria da Vara Unica de Bonito
147141,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Ananindeua
147150,CJS-2,Assessor de Juiz da Vara Criminal de Benevides
147168,CJS-2,Assessor de Juiz da Vara do Juizado Especial Civel de Icoaraci
147281,CJS-2,Assessor de Juiz da 7ª Vara do Juizado Especial Civel de Belem
147303,CJS-4,Assessor Tecnico Administrativo da Secretaria de Engenharia e Arquitetura
147338,CJS-3,Assessor Tecnico da Coordenadoria de Saude
147397,CJS-2,Assessor de Juiz da Vara Unica de Nova Timboteua
147460,CJS-4,Assistente Tecnico Administrativo da Secretaria de Administracao
147494,CJI,Assistente da Assessoria de Cerimonial
147516,CJS-2,Assessor de Juiz da Vara Unica de Porto de Moz
147541,CJS-2,Assessor de Juiz da Vara Unica de Salinopolis
147559,CJS-3,ASSESSOR JUDICIARIO (JME)
147591,CJS-3,Assessor Tecnico Administrativo da Coordenadoria de Imprensa
147605,CJS-2,Assessor de Juiz da Vara do Juizado Especial Criminal de Icoaraci
147613,CJS-3,Subcoordenador de Imprensa
147621,CJS-2,Assessor de Juiz da Vara do Juizado Especial de Santa Izabel do Para
147648,CJS-2,Assessor de Juiz da Vara Unica de Ponta de Pedras
147656,CJI,Assistente de Desembargador
147664,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Barcarena
147826,CJS-3,Assessor Tecnico do Departamento de Ensino de Pesquisa da EJPA
148725,CJS-2,Assessor de Juiz da Vara do Juizado Especial Civel e Criminal de Paragominas
148865,CJS-2,Assessor de Juiz da 4ª Vara de Juizado de Violencia Domestica e Familiar Contra a Mulher da Comarca de Belem
148873,CJI,Assistente do Departamento Financeiro
148881,CJI,Chefe da Unidade Local de Arrecadacao - Jacareacanga
148890,CJS-6,Coordenador de Gabinete
148911,CJS-6,Assessor de Desembargador
148971,CJS-4,Assessor Juridico - CI
149021,CJS-6,Assessor de Desembargador
149471,CJS-6,Assessor de Desembargador
149535,CJS-6,Assessor de Desembargador
149632,CJS-4,Assessor da Secretaria de Administracao
149659,CJS-6,Assessor de Desembargador
149667,CJS-6,Assessor de Desembargador
149691,CJI,Assistente de Desembargador
149764,CJS-4,Assessor Tecnico Administrativo da Secretaria de Engenharia e Arquitetura
149772,CJS-3,Chefe da Divisao de Obras
149861,CJS-6,Assessor de Desembargador
149985,CJI,Chefe da Unidade Local de Arrecadacao - Afua
149993,CJS-1,Chefe da URA-FJR - 13RJ-Redencao
150011,CJS-2,Sub-Coordenador Militar
150053,CJS-2,Assessor de Juiz da 3ª Vara do Juizado Especial Criminal de Belem
150304,CJS-2,Assessor de Juiz da Vara de Juizado Especial Civel e Criminal da Comarca de Altamira
150312,CJS-4,Assessor de Juiz Auxiliar da Presidencia
150321,CJS-2,Assessor de Juiz da 9ª Vara do Juizado Especial Civel de Belem
150355,CJS-6,Assessor de Desembargador
15040,CJS-3,Diretor de Secretaria da Vara Unica de Sao Sebastiao da Boa Vista
150525,CJS-2,Assessor de Juiz da 1ª Vara de Tailandia
150541,CJI,Assistente de Desembargador
150584,CJS-2,Assessor da Central de Distribuicao do 2º Grau
150614,CJS-2,Assessor de Juiz da Vara Unica de Ourem
150657,CJS-3,Diretor de Secretaria da Vara Unica de Inhangapi
150690,CJS-3,Diretor de Secretaria da Vara Unica de Goianesia do Para
150720,CJI,Chefe da Unidade Local de Arrecadacao - Curuca
150754,CJS-3,Diretor de Secretaria da Vara do Juizado de Violencia Dom e Familiar contra a Mulher de Santarem
150771,CJS-6,Assessor de Desembargador
15091,CJI,Chefe da Unidade Local de Arrecadacao - Conceicao do Araguaia
151459,CJS-6,Coordenador de Gabinete
151491,CJI,Chefe da Unidade Local de Arrecadacao - Faro
151556,CJS-6,Assessor(a) de Desembargador(a)
151564,CJI,Chefe da Unidade Local de Arrecadacao - Prainha
151572,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Barcarena
151823,FG-2,Chefe do Servico de Acompanhamento
151980,CJS-3,Secretario do Forum da Comarca de Maraba
15202,CJS-3,Assessor Juridico do Forum Civel
152048,CJS-3,Diretor de Secretaria da 3ª Vara Civel e Empresarial de Ananindeua
152200,CJS-3,Diretor de Secretaria 4VFaz-Coord Nucleo de Movimentacao-UPJ-1ª a 5ª Varas da Fazenda Pub da Capital
152218,FG-2,Chefe do Servico de Normatizacao e Editoracao
152358,CJS-6,Assessor de Desembargador
152404,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Redencao
152471,FG-2,Chefe do Servico de Fiscalizacao da Arrecadacao dos Servicos Extrajudiciais
152480,CJS-3,Diretor de Secretaria da 1ª Vara de Tailandia
152498,CJS-3,Diretor de Secretaria da 10ª Vara do Juizado Especial Civel de Belem
152561,CJS-3,Diretor de Secretaria da Vara Unica de Anajas
152854,CJI,Chefe da Unidade Local de Arrecadacao - Santana do Araguaia
152978,CJS-2,Assessor de Juiz da 2ª Vara de Fazenda de Belem
153036,CJS-2,Assessor de Juiz da 11ª Vara Civel e Empresarial de Belem
153125,CJS-2,Assessor de Juiz da Vara da Infancia e Juventude de Ananindeua
15326,CJS-3,Diretor de Secretaria 14VCE-Coord Nucleo de Atendim  UPJ-Varas Civ e Empresariais (12ª a 15ª)
15350,CJS-3,Diretor de Secretaria da Vara Unica de Senador Jose Porfirio
153524,CJI,Assistente de Gabinete da Secretaria de Planejamento
153940,CJS-2,Assessor de Juiz da 2ª Vara Criminal de Parauapebas
153974,CJS-2,Assessor de Juiz da 4ª Vara Criminal de Belem
154075,CJI,Assistente de Desembargador
154458,CJS-6,Coordenador de Gabinete
154512,CJS-6,Coordenador de Gabinete
154636,CJS-3,Diretor de Secretaria da Vara Civel de Novo Progresso
154679,CJI,Chefe da Unidade Local de Arrecadacao
154733,CJS-7,Secretario-Geral da Escola Judicial do Para
154741,CJS-4,Assessor Juridico da Secretaria Judiciaria
155055,CJI,Chefe da Unidade Local de Arrecadacao - Ourilandia do Norte
155446,CJS-6,Assessor de Desembargador
155527,CJS-8,"Secretario de Planejamento, Coordenacao e Financas"
155551,CJS-4,Assessor dos Juizados Especiais
155624,CJS-2,Assessor de Juiz da 3ª Vara de Familia de Belem
155756,CJS-3,Assessor Tecnico do Departamento Academico da EJPA
155951,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Parauapebas
155977,CJS-4,Assessor Tecnico Juridico do Nucleo Perm de Metodos Consensuais de Solucao de Conflitos
15598,CJS-3,Diretor de Secretaria da 11ª Vara do Juizado Especial Civel de Belem
156001,CJS-4,Assessor(a) Juridico(a) da Corregedoria Geral de Justica
156108,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Santa Izabel do Para
156426,CJS-2,Assessor de Juiz da Vara da Infancia e Juventude Interditos e Ausentes de Santarem
156612,CJS-2,Assessor de Juiz da Vara Agraria de Santarem
156825,CJI,Chefe da Unidade Local de Arrecadacao - Viseu
156833,CJS-2,Assessor de Juiz da Vara Unica de Rio Maria
157198,CJS-2,Assessor de Juiz da Vara Unica de Viseu
157333,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Ananindeua
157660,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
157732,CJS-3,Diretor de Secretaria da Vara Unica de Vigia
158160,CJS-3,Diretor de Secretaria da 2ª Vara do Juizado Especial Civel e Criminal de Maraba
158216,CJS-6,Assessor de Desembargador
158518,CJS-2,Assessor de Juiz da 2ª Turma Recursal Permanente dos Juizados Especiais
158607,CJS-2,Assessor de Juiz da Vara Unica de Igarape-Miri
158658,CJS-3,Diretor de Secretaria da Vara Unica de Primavera
158682,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
159077,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Tucurui
159085,CJS-6,Assessor de Desembargador
159298,CJS-6,Assessor de Desembargador
159328,CJS-4,Assessor de Planejamento
159395,CJI,Assistente de Desembargador
159417,CJS-2,Assessor de Juiz da Vara Unica de Curionopolis
159433,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Ananindeua
159441,CJS-2,Assessor de Juiz da 2ª Vara Criminal de Castanhal
159450,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial Distrital de Icoaraci
159468,CJS-2,Assessor de Juiz da 1ª Vara de Fazenda de Belem
159476,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Benevides
159549,CJS-2,Assessor de Juiz da 3ª Vara Civel e Empresarial de Ananindeua
159671,CJS-2,Assessor de Juiz da Vara Unica de Mae do Rio
159727,CJS-2,Assessor de Juiz da Vara Criminal de Abaetetuba
159743,CJS-2,Assessor de Juiz da Vara do Juizado Especial Civel de Santarem - FIT
160237,CJS-2,Assessor de Juiz da 9ª Vara Civel e Empresarial de Belem
